Stock Quotes for ^GSPC,,,,Stock Quotes for ^IXIC,,,,Stock Quotes for ^DJI,,,,Stock Quotes for ^RUT,,,,Stock Quotes for ^VIX,,,,Stock Quotes for ^W5000,,
Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume
2016/5/25,2090.540039,3859160000,,2016/5/25,4894.890137,1784420000,,2016/5/25,17851.50977,79180000,,2016/5/25,1141.02002,38591600,,2016/5/25,13.9,0,,2016/5/25,21613.63086,0
2016/5/24,2076.060059,3627340000,,2016/5/24,4861.060059,1942280000,,2016/5/24,17706.05078,86480000,,2016/5/24,1135.310059,36273400,,2016/5/24,14.42,0,,2016/5/24,21460.57031,0
2016/5/23,2048.040039,3055480000,,2016/5/23,4765.779785,1865110000,,2016/5/23,17492.92969,87790000,,2016/5/23,1111.369995,30554800,,2016/5/23,15.82,0,,2016/5/23,21225.19922,0
2016/5/20,2052.320068,3507650000,,2016/5/20,4769.560059,1970520000,,2016/5/20,17500.93945,111990000,,2016/5/20,1112.280029,35076500,,2016/5/20,15.2,0,,2016/5/20,21218.33984,0
2016/5/19,2040.040039,3846770000,,2016/5/19,4712.529785,1805890000,,2016/5/19,17435.40039,95530000,,2016/5/19,1094.780029,38467700,,2016/5/19,16.33,0,,2016/5/19,21003.82031,0
2016/5/18,2047.630005,4101320000,,2016/5/18,4739.120117,1934100000,,2016/5/18,17526.61914,79120000,,2016/5/18,1102.949951,41013200,,2016/5/18,15.95,0,,2016/5/18,21130.32031,0
2016/5/17,2047.209961,4108960000,,2016/5/17,4715.72998,1925230000,,2016/5/17,17529.98047,103260000,,2016/5/17,1097.680054,41089600,,2016/5/17,15.57,0,,2016/5/17,21132.33984,0
2016/5/16,2066.659912,3501360000,,2016/5/16,4775.459961,1741510000,,2016/5/16,17710.71094,88440000,,2016/5/16,1116.209961,35013600,,2016/5/16,14.68,0,,2016/5/16,21341.4707,0
2016/5/13,2046.609985,3579880000,,2016/5/13,4717.680176,1698030000,,2016/5/13,17535.32031,86640000,,2016/5/13,1102.439941,35798800,,2016/5/13,15.04,0,,2016/5/13,21117.21094,0
2016/5/12,2064.110107,3782390000,,2016/5/12,4737.330078,1930450000,,2016/5/12,17720.5,88560000,,2016/5/12,1108.599976,37823900,,2016/5/12,14.41,0,,2016/5/12,21309.25,0
2016/5/11,2064.459961,3821980000,,2016/5/11,4760.689941,1859110000,,2016/5/11,17711.11914,87390000,,2016/5/11,1114.73999,38219800,,2016/5/11,14.69,0,,2016/5/11,21324.53906,0
2016/5/10,2084.389893,3600200000,,2016/5/10,4809.879883,1760120000,,2016/5/10,17928.34961,75790000,,2016/5/10,1128.829956,36002000,,2016/5/10,13.63,0,,2016/5/10,21530.11914,0
2016/5/9,2058.689941,3788620000,,2016/5/9,4750.209961,1625100000,,2016/5/9,17705.91016,85590000,,2016/5/9,1118.25,37886200,,2016/5/9,14.57,0,,2016/5/9,21276.41992,0
2016/5/6,2057.139893,3796350000,,2016/5/6,4736.160156,1860800000,,2016/5/6,17740.63086,80020000,,2016/5/6,1114.719971,37963500,,2016/5/6,14.72,0,,2016/5/6,21258.08008,0
2016/5/5,2050.629883,4008530000,,2016/5/5,4717.089844,1888350000,,2016/5/5,17660.71094,81530000,,2016/5/5,1107.949951,40085300,,2016/5/5,15.91,0,,2016/5/5,21179.65039,0
2016/5/4,2051.120117,4058560000,,2016/5/4,4725.640137,1950800000,,2016/5/4,17651.25977,95020000,,2016/5/4,1113.130005,40585600,,2016/5/4,16.049999,0,,2016/5/4,21197.26953,0
2016/5/3,2063.370117,4173390000,,2016/5/3,4763.220215,1984340000,,2016/5/3,17750.91016,97060000,,2016/5/3,1121.76001,41733900,,2016/5/3,15.6,0,,2016/5/3,null,null
2016/5/2,2081.429932,3841110000,,2016/5/2,4817.589844,1880460000,,2016/5/2,17891.16016,80100000,,2016/5/2,1140.920044,38411100,,2016/5/2,14.68,0,,2016/5/2,21539.89063,0
2016/4/29,2065.300049,4704720000,,2016/4/29,4775.359863,2376460000,,2016/4/29,17773.64063,136670000,,2016/4/29,1130.849976,47047200,,2016/4/29,15.7,0,,2016/4/29,21377.58984,0
2016/4/28,2075.810059,4309840000,,2016/4/28,4805.290039,2161400000,,2016/4/28,17830.75977,100920000,,2016/4/28,1140.400024,43098400,,2016/4/28,15.22,0,,2016/4/28,21485.71094,0
2016/4/27,2095.149902,4100110000,,2016/4/27,4863.140137,1938780000,,2016/4/27,18041.55078,109090000,,2016/4/27,1154.150024,41001100,,2016/4/27,13.77,0,,2016/4/27,21686.16016,0
2016/4/26,2091.699951,3557190000,,2016/4/26,4888.279785,1825020000,,2016/4/26,17990.32031,92570000,,2016/4/26,1150.72998,35571900,,2016/4/26,13.96,0,,2016/4/26,21632.99023,0
2016/4/25,2087.790039,3319740000,,2016/4/25,4895.790039,1582270000,,2016/4/25,17977.24023,83770000,,2016/4/25,1138.099976,33197400,,2016/4/25,14.08,0,,2016/4/25,21572.08008,0
2016/4/22,2091.580078,3790580000,,2016/4/22,4906.22998,2018930000,,2016/4/22,18003.75,134120000,,2016/4/22,1146.689941,37905800,,2016/4/22,13.22,0,,2016/4/22,21622.03906,0
2016/4/21,2091.47998,4175290000,,2016/4/21,4945.890137,1758190000,,2016/4/21,17982.51953,102720000,,2016/4/21,1135.77002,41752900,,2016/4/21,13.95,0,,2016/4/21,21587.63086,0
2016/4/20,2102.399902,4184880000,,2016/4/20,4948.129883,1781340000,,2016/4/20,18096.26953,100210000,,2016/4/20,1142.290039,41848800,,2016/4/20,13.28,0,,2016/4/20,21698.66992,0
2016/4/19,2100.800049,3896830000,,2016/4/19,4940.330078,1824250000,,2016/4/19,18053.59961,89820000,,2016/4/19,1140.22998,38968300,,2016/4/19,13.24,0,,2016/4/19,21681.64063,0
2016/4/18,2094.340088,3316880000,,2016/4/18,4960.02002,1672260000,,2016/4/18,18004.16016,89390000,,2016/4/18,1139.280029,33168800,,2016/4/18,13.35,0,,2016/4/18,21587.05078,0
2016/4/15,2080.72998,3701450000,,2016/4/15,4938.220215,1684790000,,2016/4/15,17897.46094,118160000,,2016/4/15,1130.920044,37014500,,2016/4/15,13.62,0,,2016/4/15,21463.53906,0
2016/4/14,2082.780029,3765870000,,2016/4/14,4945.890137,1645810000,,2016/4/14,17926.42969,84510000,,2016/4/14,1128.589966,37658700,,2016/4/14,13.72,0,,2016/4/14,21464.41992,0
2016/4/13,2082.419922,4191830000,,2016/4/13,4947.419922,1936450000,,2016/4/13,17908.2793,91710000,,2016/4/13,1129.930054,41918300,,2016/4/13,13.84,0,,2016/4/13,21469.58984,0
2016/4/12,2061.719971,4239740000,,2016/4/12,4872.089844,1759280000,,2016/4/12,17721.25,81020000,,2016/4/12,1105.709961,42397400,,2016/4/12,14.85,0,,2016/4/12,21228.86914,0
2016/4/11,2041.98999,3567840000,,2016/4/11,4833.399902,1545540000,,2016/4/11,17556.41016,107100000,,2016/4/11,1094.339966,35678400,,2016/4/11,16.26,0,,2016/4/11,21021.24023,0
2016/4/8,2047.599976,3359530000,,2016/4/8,4850.689941,1588830000,,2016/4/8,17576.96094,79990000,,2016/4/8,1097.310059,33595300,,2016/4/8,15.36,0,,2016/4/8,21071.24023,0
2016/4/7,2041.910034,3801250000,,2016/4/7,4848.370117,1908940000,,2016/4/7,17541.96094,90120000,,2016/4/7,1092.790039,38012500,,2016/4/7,16.16,0,,2016/4/7,21014.60938,0
2016/4/6,2066.659912,3750800000,,2016/4/6,4920.720215,1761770000,,2016/4/6,17716.05078,99410000,,2016/4/6,1108.810059,37508000,,2016/4/6,14.09,0,,2016/4/6,21264.2793,0
2016/4/5,2045.170044,4154920000,,2016/4/5,4843.930176,1726010000,,2016/4/5,17603.32031,115230000,,2016/4/5,1095.849976,41549200,,2016/4/5,15.42,0,,2016/4/5,21036.73047,0
2016/4/4,2066.129883,3485710000,,2016/4/4,4891.799805,1705730000,,2016/4/4,17737,85230000,,2016/4/4,1108.540039,34857100,,2016/4/4,14.12,0,,2016/4/4,21238.92969,0
2016/4/1,2072.780029,3749990000,,2016/4/1,4914.540039,1812250000,,2016/4/1,17792.75,104890000,,2016/4/1,1117.680054,37499900,,2016/4/1,13.1,0,,2016/4/1,null,null
2016/3/31,2059.73999,3715280000,,2016/3/31,4869.850098,1774270000,,2016/3/31,17685.08984,102600000,,2016/3/31,1114.030029,37152800,,2016/3/31,13.95,0,,2016/3/31,21224.32031,0
2016/3/30,2063.949951,3590310000,,2016/3/30,4869.290039,1717820000,,2016/3/30,17716.66016,79330000,,2016/3/30,1110.439941,35903100,,2016/3/30,13.56,0,,2016/3/30,21238.05078,0
2016/3/29,2055.01001,3822330000,,2016/3/29,4846.620117,1806490000,,2016/3/29,17633.10938,86160000,,2016/3/29,1109.079956,38223300,,2016/3/29,13.82,0,,2016/3/29,21152.07031,0
2016/3/28,2037.050049,2809090000,,2016/3/28,4766.790039,1381000000,,2016/3/28,17535.39063,70460000,,2016/3/28,1080.22998,28090900,,2016/3/28,15.24,0,,2016/3/28,20927.32031,0
2016/3/24,2035.939941,3407720000,,2016/3/24,4773.5,1590990000,,2016/3/24,17515.73047,84100000,,2016/3/24,1079.540039,34077200,,2016/3/24,14.74,0,,2016/3/24,20914.76953,0
2016/3/23,2036.709961,3639510000,,2016/3/23,4768.859863,1732630000,,2016/3/23,17502.58984,84240000,,2016/3/23,1075.699951,36395100,,2016/3/23,14.94,0,,2016/3/23,20914.93945,0
2016/3/22,2049.800049,3418460000,,2016/3/22,4821.660156,1596200000,,2016/3/22,17582.57031,95450000,,2016/3/22,1097.339966,34184600,,2016/3/22,14.17,0,,2016/3/22,21100.10938,0
2016/3/21,2051.600098,3376600000,,2016/3/21,4808.870117,1609230000,,2016/3/21,17623.86914,84410000,,2016/3/21,1098.579956,33766000,,2016/3/21,13.79,0,,2016/3/21,21109.91992,0
2016/3/18,2049.580078,6503140000,,2016/3/18,4795.649902,2829040000,,2016/3/18,17602.30078,321230000,,2016/3/18,1101.670044,65031400,,2016/3/18,14.02,0,,2016/3/18,21096.80078,0
2016/3/17,2040.589966,4530480000,,2016/3/17,4774.990234,1907190000,,2016/3/17,17481.49023,117990000,,2016/3/17,1091.25,45304800,,2016/3/17,14.44,0,,2016/3/17,20998.0293,0
2016/3/16,2027.219971,4057020000,,2016/3/16,4763.970215,1781060000,,2016/3/16,17325.75977,118710000,,2016/3/16,1074.51001,40570200,,2016/3/16,14.99,0,,2016/3/16,20836.2207,0
2016/3/15,2015.930054,3560280000,,2016/3/15,4728.669922,1692420000,,2016/3/15,17251.5293,92830000,,2016/3/15,1066.670044,35602800,,2016/3/15,16.84,0,,2016/3/15,20694.41992,0
2016/3/14,2019.640015,3487850000,,2016/3/14,4750.279785,1615100000,,2016/3/14,17229.13086,96350000,,2016/3/14,1084.25,34878500,,2016/3/14,16.92,0,,2016/3/14,20772.48047,0
2016/3/11,2022.189941,4078620000,,2016/3/11,4748.470215,1801790000,,2016/3/11,17213.31055,123420000,,2016/3/11,1087.560059,40786200,,2016/3/11,16.5,0,,2016/3/11,20802.9707,0
2016/3/10,1989.569946,4376790000,,2016/3/10,4662.160156,1936470000,,2016/3/10,16995.13086,117570000,,2016/3/10,1063.98999,43767900,,2016/3/10,18.049999,0,,2016/3/10,20452.40039,0
2016/3/9,1989.26001,4038120000,,2016/3/9,4674.379883,1789550000,,2016/3/9,17000.35938,116690000,,2016/3/9,1072.77002,40381200,,2016/3/9,18.34,0,,2016/3/9,20479.58008,0
2016/3/8,1979.26001,4641650000,,2016/3/8,4648.819824,1993060000,,2016/3/8,16964.09961,108380000,,2016/3/8,1067.880005,46416500,,2016/3/8,18.67,0,,2016/3/8,20379.58008,0
2016/3/7,2001.76001,4968180000,,2016/3/7,4708.25,2084390000,,2016/3/7,17073.94922,100290000,,2016/3/7,1094.150024,49681800,,2016/3/7,17.35,0,,2016/3/7,20659.08984,0
2016/3/4,1999.98999,6049930000,,2016/3/4,4717.02002,2171230000,,2016/3/4,17006.76953,106910000,,2016/3/4,1081.930054,60499300,,2016/3/4,16.860001,0,,2016/3/4,20609.4707,0
2016/3/3,1993.400024,5081700000,,2016/3/3,4707.419922,1936290000,,2016/3/3,16943.90039,91110000,,2016/3/3,1076.050049,50817000,,2016/3/3,16.700001,0,,2016/3/3,20538.83984,0
2016/3/2,1986.449951,4666610000,,2016/3/2,4703.419922,1912510000,,2016/3/2,16899.32031,104470000,,2016/3/2,1065.670044,46666100,,2016/3/2,17.09,0,,2016/3/2,20435.93945,0
2016/3/1,1978.349976,4819750000,,2016/3/1,4689.600098,2080150000,,2016/3/1,16865.08008,105050000,,2016/3/1,1054.48999,48197500,,2016/3/1,17.700001,0,,2016/3/1,20325.19922,0
2016/2/29,1932.22998,4588180000,,2016/2/29,4557.950195,2065260000,,2016/2/29,16516.5,126220000,,2016/2/29,1033.900024,45881800,,2016/2/29,20.549999,0,,2016/2/29,19864.01953,0
2016/2/26,1948.050049,4348510000,,2016/2/26,4590.470215,1814920000,,2016/2/26,16639.9707,98480000,,2016/2/26,1037.180054,43485100,,2016/2/26,19.809999,0,,2016/2/26,19996.51953,0
2016/2/25,1951.699951,4118210000,,2016/2/25,4582.200195,1667840000,,2016/2/25,16697.28906,94120000,,2016/2/25,1031.579956,41182100,,2016/2/25,19.110001,0,,2016/2/25,19998.51953,0
2016/2/24,1929.800049,4317250000,,2016/2/24,4542.609863,1978180000,,2016/2/24,16484.99023,93620000,,2016/2/24,1022.080017,43172500,,2016/2/24,20.719999,0,,2016/2/24,19779.39063,0
2016/2/23,1921.27002,3890650000,,2016/2/23,4503.580078,1777750000,,2016/2/23,16431.7793,98170000,,2016/2/23,1012.150024,38906500,,2016/2/23,20.98,0,,2016/2/23,19676.83008,0
2016/2/22,1945.5,4054710000,,2016/2/22,4570.609863,1794020000,,2016/2/22,16620.66016,102240000,,2016/2/22,1021.73999,40547100,,2016/2/22,19.379999,0,,2016/2/22,19913.16016,0
2016/2/19,1917.780029,4142850000,,2016/2/19,4504.430176,1903770000,,2016/2/19,16391.99023,134340000,,2016/2/19,1010.01001,41428500,,2016/2/19,20.530001,0,,2016/2/19,19624.17969,0
2016/2/18,1917.829956,4436490000,,2016/2/18,4487.540039,1955870000,,2016/2/18,16413.42969,104950000,,2016/2/18,1004.710022,44364900,,2016/2/18,21.639999,0,,2016/2/18,19618.25,0
2016/2/17,1926.819946,5011540000,,2016/2/17,4534.060059,2296440000,,2016/2/17,16453.83008,124080000,,2016/2/17,1011.130005,50115400,,2016/2/17,22.309999,0,,2016/2/17,19707.68945,0
2016/2/16,1895.579956,4570670000,,2016/2/16,4435.959961,2117920000,,2016/2/16,16196.41016,142030000,,2016/2/16,995.799988,45706700,,2016/2/16,24.110001,0,,2016/2/16,19370.55078,0
2016/2/12,1864.780029,4696920000,,2016/2/12,4337.509766,1983190000,,2016/2/12,15973.83984,132550000,,2016/2/12,971.98999,46969200,,2016/2/12,25.4,0,,2016/2/12,19026.83984,0
2016/2/11,1829.079956,5500800000,,2016/2/11,4266.839844,2812330000,,2016/2/11,15660.17969,172070000,,2016/2/11,953.719971,55008000,,2016/2/11,28.139999,0,,2016/2/11,18656.05078,0
2016/2/10,1851.859985,4471170000,,2016/2/10,4283.589844,2448380000,,2016/2/10,15914.74023,122290000,,2016/2/10,963.47998,44711700,,2016/2/10,26.290001,0,,2016/2/10,18890.66992,0
2016/2/9,1852.209961,5183220000,,2016/2/9,4268.759766,2465790000,,2016/2/9,16014.37988,127740000,,2016/2/9,963.900024,51321400,,2016/2/9,26.540001,0,,2016/2/9,18883.75,0
2016/2/8,1853.439941,5636460000,,2016/2/8,4283.75,2702070000,,2016/2/8,16027.04981,165880000,,2016/2/8,969.340027,56364600,,2016/2/8,26,0,,2016/2/8,18921.92969,0
2016/2/5,1880.050049,4929940000,,2016/2/5,4363.140137,2489280000,,2016/2/5,16204.96973,139010000,,2016/2/5,985.619995,49299400,,2016/2/5,23.379999,0,,2016/2/5,19244.93945,0
2016/2/4,1915.449951,5193320000,,2016/2/4,4509.560059,2200930000,,2016/2/4,16416.58008,131490000,,2016/2/4,1014.789978,51933200,,2016/2/4,21.84,0,,2016/2/4,19655.41992,0
2016/2/3,1912.530029,5172950000,,2016/2/3,4504.240234,2466190000,,2016/2/3,16336.66016,141870000,,2016/2/3,1010.299988,51729500,,2016/2/3,21.65,0,,2016/2/3,19606.92969,0
2016/2/2,1903.030029,4463190000,,2016/2/2,4516.950195,2185180000,,2016/2/2,16153.54004,126210000,,2016/2/2,1008.840027,44631900,,2016/2/2,21.98,0,,2016/2/2,19524.15039,0
2016/2/1,1939.380005,4322530000,,2016/2/1,4620.370117,1983340000,,2016/2/1,16449.17969,114450000,,2016/2/1,1032.390015,43225300,,2016/2/1,19.98,0,,2016/2/1,19917.83984,0
2016/1/29,1940.23999,5497570000,,2016/1/29,4613.950195,2617550000,,2016/1/29,16466.30078,217940000,,2016/1/29,1035.380005,54975700,,2016/1/29,20.200001,0,,2016/1/29,19926.09961,0
2016/1/28,1893.359985,4693010000,,2016/1/28,4506.680176,2322310000,,2016/1/28,16069.63965,130120000,,2016/1/28,1003.27002,46930100,,2016/1/28,22.42,0,,2016/1/28,19434.32031,0
2016/1/27,1882.949951,4754040000,,2016/1/27,4468.169922,2115710000,,2016/1/27,15944.45996,138350000,,2016/1/27,1002.75,47540400,,2016/1/27,23.110001,0,,2016/1/27,19335.66016,0
2016/1/26,1903.630005,4357940000,,2016/1/26,4567.669922,1981180000,,2016/1/26,16167.23047,118210000,,2016/1/26,1017.969971,43579400,,2016/1/26,22.5,0,,2016/1/26,19563.09961,0
2016/1/25,1877.079956,4401380000,,2016/1/25,4518.490234,2028880000,,2016/1/25,15885.21973,123250000,,2016/1/25,997.369995,44013800,,2016/1/25,24.15,0,,2016/1/25,19261.48047,0
2016/1/22,1906.900024,4901760000,,2016/1/22,4591.180176,2153340000,,2016/1/22,16093.50977,145850000,,2016/1/22,1020.659973,49017600,,2016/1/22,22.34,0,,2016/1/22,19592.33984,0
2016/1/21,1868.98999,5078810000,,2016/1/21,4472.060059,2447750000,,2016/1/21,15882.67969,145140000,,2016/1/21,997.340027,50788100,,2016/1/21,26.690001,0,,2016/1/21,19172.58984,0
2016/1/20,1859.329956,6416070000,,2016/1/20,4471.689941,3204130000,,2016/1/20,15766.74023,191870000,,2016/1/20,999.309998,64160700,,2016/1/20,27.59,0,,2016/1/20,19077.68945,0
2016/1/19,1881.329956,4928350000,,2016/1/19,4476.950195,2394550000,,2016/1/19,16016.01953,144360000,,2016/1/19,994.869995,49283500,,2016/1/19,26.049999,0,,2016/1/19,19286.30078,0
2016/1/15,1880.329956,5468460000,,2016/1/15,4488.419922,2818630000,,2016/1/15,15988.08008,239210000,,2016/1/15,1007.719971,54684600,,2016/1/15,27.02,0,,2016/1/15,19335.23047,0
2016/1/14,1921.839966,5241110000,,2016/1/14,4615,2565560000,,2016/1/14,16379.04981,158830000,,2016/1/14,1025.670044,52411100,,2016/1/14,23.950001,0,,2016/1/14,19755.74023,0
2016/1/13,1890.280029,5087030000,,2016/1/13,4526.060059,2533200000,,2016/1/13,16151.41016,153530000,,2016/1/13,1010.190002,50870300,,2016/1/13,25.219999,0,,2016/1/13,19440.92969,0
2016/1/12,1938.680054,4887260000,,2016/1/12,4685.919922,2147470000,,2016/1/12,16516.2207,117480000,,2016/1/12,1044.699951,48872600,,2016/1/12,22.469999,0,,2016/1/12,19972.18945,0
2016/1/11,1923.670044,4607290000,,2016/1/11,4637.990234,2391110000,,2016/1/11,16398.57031,127790000,,2016/1/11,1041.900024,46072900,,2016/1/11,24.299999,0,,2016/1/11,19848.26953,0
2016/1/8,1922.030029,4664940000,,2016/1/8,4643.629883,2288750000,,2016/1/8,16346.4502,141850000,,2016/1/8,1046.199951,46649400,,2016/1/8,27.01,0,,2016/1/8,19867.09961,0
2016/1/7,1943.089966,5076590000,,2016/1/7,4689.430176,2552590000,,2016/1/7,16514.09961,176240000,,2016/1/7,1064.569946,50765900,,2016/1/7,24.99,0,,2016/1/7,20089.5293,0
2016/1/6,1990.26001,4336660000,,2016/1/6,4835.759766,2168620000,,2016/1/6,16906.50977,120250000,,2016/1/6,1094.369995,43366600,,2016/1/6,20.59,0,,2016/1/6,20593.40039,0
2016/1/5,2016.709961,3706620000,,2016/1/5,4891.430176,1927380000,,2016/1/5,17158.66016,105750000,,2016/1/5,1110.439941,37066200,,2016/1/5,19.34,0,,2016/1/5,20879.92969,0
2016/1/4,2012.660034,4304880000,,2016/1/4,4903.089844,2218420000,,2016/1/4,17148.93945,148060000,,2016/1/4,1108.619995,43048800,,2016/1/4,20.700001,0,,2016/1/4,20841.35938,0
2015/12/31,2043.939941,2655330000,,2015/12/31,5007.410156,1437480000,,2015/12/31,17425.0293,93690000,,2015/12/31,1135.890015,26553300,,2015/12/31,18.209999,0,,2015/12/31,21167.85938,0
2015/12/30,2063.360107,2367430000,,2015/12/30,5065.850098,1247530000,,2015/12/30,17603.86914,59760000,,2015/12/30,1149.640015,23674300,,2015/12/30,17.290001,0,,2015/12/30,21350.2207,0
2015/12/29,2078.360107,2542000000,,2015/12/29,5107.939941,1383470000,,2015/12/29,17720.98047,69860000,,2015/12/29,1160.52002,25420000,,2015/12/29,16.08,0,,2015/12/29,21509.85938,0
2015/12/28,2056.5,2492510000,,2015/12/28,5040.990234,1310650000,,2015/12/28,17528.26953,59770000,,2015/12/28,1148.209961,24925100,,2015/12/28,16.91,0,,2015/12/28,21296.17969,0
2015/12/24,2060.98999,1411860000,,2015/12/24,5048.490234,706880000,,2015/12/24,17552.16992,40350000,,2015/12/24,1154.76001,14118600,,2015/12/24,15.74,0,,2015/12/24,21354.56055,0
2015/12/23,2064.290039,3484090000,,2015/12/23,5045.930176,1591490000,,2015/12/23,17602.60938,92820000,,2015/12/23,1152.819946,34840900,,2015/12/23,15.57,0,,2015/12/23,21379.39063,0
2015/12/22,2038.969971,3520860000,,2015/12/22,5001.109863,1556670000,,2015/12/22,17417.26953,91570000,,2015/12/22,1137.689941,35208600,,2015/12/22,16.6,0,,2015/12/22,21100.2207,0
2015/12/21,2021.150024,3760280000,,2015/12/21,4968.919922,1673400000,,2015/12/21,17251.61914,114910000,,2015/12/21,1127.73999,37602800,,2015/12/21,18.700001,0,,2015/12/21,20911.75,0
2015/12/18,2005.550049,6683070000,,2015/12/18,4923.080078,3765210000,,2015/12/18,17128.55078,344560000,,2015/12/18,1121.02002,66830700,,2015/12/18,20.700001,0,,2015/12/18,20754.91016,0
2015/12/17,2041.890015,4327390000,,2015/12/17,5002.549805,1897220000,,2015/12/17,17495.83984,115780000,,2015/12/17,1135.359985,43273900,,2015/12/17,18.940001,0,,2015/12/17,21100.33984,0
2015/12/16,2073.070068,4635450000,,2015/12/16,5071.129883,2036610000,,2015/12/16,17749.08984,123790000,,2015/12/16,1148.969971,45954500,,2015/12/16,17.860001,0,,2015/12/16,21412.89063,0
2015/12/15,2043.410034,4353540000,,2015/12/15,4995.359863,2054710000,,2015/12/15,17524.91016,123430000,,2015/12/15,1131.550049,43535400,,2015/12/15,20.950001,0,,2015/12/15,21099.58008,0
2015/12/14,2021.939941,4612440000,,2015/12/14,4952.22998,2216060000,,2015/12/14,17368.5,142540000,,2015/12/14,1115.859985,46124400,,2015/12/14,22.73,0,,2015/12/14,20871.0293,0
2015/12/11,2012.369995,4301060000,,2015/12/11,4933.470215,2084950000,,2015/12/11,17265.21094,134510000,,2015/12/11,1123.609985,43010600,,2015/12/11,24.389999,0,,2015/12/11,20823.35938,0
2015/12/10,2052.22998,3715150000,,2015/12/10,5045.169922,1746520000,,2015/12/10,17574.75,107310000,,2015/12/10,1149.02002,37151500,,2015/12/10,19.34,0,,2015/12/10,21254.91992,0
2015/12/9,2047.619995,4385250000,,2015/12/9,5022.870117,2003450000,,2015/12/9,17492.30078,122020000,,2015/12/9,1145.869995,43852500,,2015/12/9,19.610001,0,,2015/12/9,21208.7793,0
2015/12/8,2063.590088,4173570000,,2015/12/8,5098.240234,1871450000,,2015/12/8,17568,113720000,,2015/12/8,1159.400024,41735700,,2015/12/8,17.6,0,,2015/12/8,21365.01953,0
2015/12/7,2077.070068,4043820000,,2015/12/7,5101.810059,1952690000,,2015/12/7,17730.50977,99670000,,2015/12/7,1164.300049,40438200,,2015/12/7,15.84,0,,2015/12/7,21489.19922,0
2015/12/4,2091.689941,4214910000,,2015/12/4,5142.27002,1897490000,,2015/12/4,17847.63086,137650000,,2015/12/4,1183.400024,42149100,,2015/12/4,14.81,0,,2015/12/4,21678.16992,0
2015/12/3,2049.620117,4306490000,,2015/12/3,5037.529785,2088100000,,2015/12/3,17477.66992,126990000,,2015/12/3,1170.569946,43064900,,2015/12/3,18.110001,0,,2015/12/3,21298.13086,0
2015/12/2,2079.51001,3950640000,,2015/12/2,5123.220215,2060340000,,2015/12/2,17729.67969,102860000,,2015/12/2,1191.689941,39506400,,2015/12/2,15.91,0,,2015/12/2,21627.38086,0
2015/12/1,2102.629883,3712120000,,2015/12/1,5156.310059,2035570000,,2015/12/1,17888.34961,103880000,,2015/12/1,1204.160034,37121200,,2015/12/1,14.67,0,,2015/12/1,21866.66016,0
2015/11/30,2080.409912,4275030000,,2015/11/30,5108.669922,2244550000,,2015/11/30,17719.91992,155560000,,2015/11/30,1198.109985,42450300,,2015/11/30,16.129999,0,,2015/11/30,21658.55078,0
2015/11/27,2090.110107,1466840000,,2015/11/27,5127.52002,781730000,,2015/11/27,17813.39063,82540000,,2015/11/27,1202.380005,14668400,,2015/11/27,15.12,0,,2015/11/27,21761.33984,0
2015/11/25,2088.870117,2852940000,,2015/11/25,5116.140137,1539300000,,2015/11/25,17813.39063,82540000,,2015/11/25,1198.02002,28529400,,2015/11/25,15.19,0,,2015/11/25,21741.86914,0
2015/11/24,2089.139893,3884930000,,2015/11/24,5102.810059,1956920000,,2015/11/24,17812.18945,127170000,,2015/11/24,1188.810059,38849300,,2015/11/24,15.93,0,,2015/11/24,21719.71094,0
2015/11/23,2086.590088,3587980000,,2015/11/23,5102.47998,1668280000,,2015/11/23,17792.67969,134680000,,2015/11/23,1180.359985,35879800,,2015/11/23,15.62,0,,2015/11/23,21673.94922,0
2015/11/20,2089.169922,3929600000,,2015/11/20,5104.919922,1766630000,,2015/11/20,17823.81055,153140000,,2015/11/20,1175.150024,39296000,,2015/11/20,15.47,0,,2015/11/20,21681.31055,0
2015/11/19,2081.23999,3628110000,,2015/11/19,5073.640137,1794110000,,2015/11/19,17732.75,114630000,,2015/11/19,1166.72998,36281100,,2015/11/19,16.99,0,,2015/11/19,21606.41992,0
2015/11/18,2083.580078,3926390000,,2015/11/18,5075.200195,2017390000,,2015/11/18,17737.16016,106810000,,2015/11/18,1171.75,39263900,,2015/11/18,16.85,0,,2015/11/18,21638,0
2015/11/17,2050.439941,4427350000,,2015/11/17,4986.02002,1861710000,,2015/11/17,17489.5,167190000,,2015/11/17,1153.209961,44273500,,2015/11/17,18.84,0,,2015/11/17,21300.74023,0
2015/11/16,2053.189941,3741240000,,2015/11/16,4984.620117,1819190000,,2015/11/16,17483.00977,137590000,,2015/11/16,1156.079956,37412400,,2015/11/16,18.16,0,,2015/11/16,21334.83984,0
2015/11/13,2023.040039,4278750000,,2015/11/13,4927.879883,2001050000,,2015/11/13,17245.24023,134640000,,2015/11/13,1146.550049,42787500,,2015/11/13,20.08,0,,2015/11/13,21043.66016,0
2015/11/12,2045.969971,4016370000,,2015/11/12,5005.080078,1820930000,,2015/11/12,17448.07031,113660000,,2015/11/12,1154.810059,40163700,,2015/11/12,18.370001,0,,2015/11/12,21268.38086,0
