Date,US High Yied,US Investment Grade,Emerging Investment Grade,Emerging High Yield OAS,Emerging Investment Grade OAS,US High Yield OAS,US Investment Grade OAS,US 10 Year -2 Year Gov Spread
20110825,1220.16,134.17,346.8401,5.61,2.61,7.31,2.192173913043478,202.071
20110824,1217.76,133.55,346.8785,5.52,2.55,7.31,2.1652173913043478,207.15
20110823,1220.62,134.82,348.49699999999996,5.58,2.58,7.33,2.1382608695652174,193.47099999999998
20110822,1228.95,135.81,349.4816,5.51,2.58,7.18,2.1113043478260867,190.34599999999998
20110819,1230.41,136.02,349.2328,5.51,2.6,7.16,2.0843478260869563,187.22799999999998
20110818,1233.91,136.27,349.5188,5.47,2.58,7.09,2.057391304347826,187.113
20110817,1239.8199,135.94,348.4505,5.42,2.55,6.93,2.0304347826086957,197.368
20110816,1236.22,135.47,346.755,5.42,2.57,6.97,2.003478260869565,203.584
20110815,1233.16,134.89,345.19699999999995,5.43,2.57,6.97,1.9765217391304346,211.28400000000002
20110812,1225.23,135.69,343.89300000000003,5.57,2.66,7.14,1.9495652173913043,206.65400000000002
20110811,1215.67,134.8,343.0863,5.41,2.61,7.25,1.9226086956521737,215.44099999999997
20110810,1224.6,137.08,346.3681,5.35,2.59,7.15,1.8956521739130434,192.47099999999998
20110809,1228.75,136.94,346.2451,5.29,2.56,7.04,1.8686956521739129,205.524
20110808,1238.58,136.44,346.5809,5.16,2.41,6.7,1.8417391304347825,205.68200000000002
20110805,1261.62,135.85,348.5794,4.74,2.14,6.09,1.814782608695652,227.00099999999998
20110804,1270.29,137.19,350.213,4.76,2.17,6.01,1.7878260869565217,214.699
20110803,1278.65,136.34,350.2585,4.64,2.04,5.73,1.7608695652173911,228.549
20110802,1282.6,136.26,349.8866,4.63,2.04,5.65,1.7339130434782608,229.438
20110801,1286.54,135.28,348.662,4.54,1.98,5.48,1.7069565217391305,237.553
20110729,1286.16,134.72,346.8685,4.55,2.0,5.4,1.68,243.967
20110728,1286.78,133.61,344.7668,4.48,1.95,5.27,1.6795,252.613
20110727,1287.3101,133.34,343.8315,4.47,1.95,5.23,1.6789999999999998,253.74200000000002
20110726,1288.49,133.47,343.6866,4.51,1.99,5.26,1.6784999999999999,256.452
20110725,1287.38,132.98,343.075,4.48,1.96,5.23,1.678,259.197
20110722,1286.65,133.37,343.0259,4.51,2.0,5.25,1.6775,257.38
20110721,1284.25,132.85,342.4107,4.49,1.98,5.25,1.677,261.32599999999996
20110720,1282.08,133.27,342.4095,4.59,2.04,5.35,1.6764999999999999,254.739
20110719,1280.5601,133.58,342.4542,4.65,2.07,5.41,1.676,250.81799999999998
20110718,1280.15,133.21,341.8405,4.63,2.07,5.41,1.6755,256.361
20110715,1280.78,133.45,341.8578,4.63,2.07,5.38,1.6749999999999998,255.18400000000003
20110714,1279.6899,133.37,341.6043,4.6,2.04,5.36,1.6744999999999999,258.529
20110713,1279.1801,133.87,341.8188,4.66,2.08,5.42,1.674,253.033
20110712,1277.14,133.62,341.9141,4.63,2.06,5.44,1.6735,252.49200000000002
20110711,1278.9399,133.57,342.2577,4.61,2.03,5.4,1.673,256.27299999999997
20110708,1281.75,133.02,341.7552,4.49,1.95,5.23,1.6724999999999999,263.48
20110707,1280.64,131.95,340.9416,4.37,1.85,5.11,1.672,266.829
20110706,1277.5601,132.19,341.0549,4.46,1.9,5.24,1.6715,268.441
20110705,1276.79,131.89,340.67199999999997,4.42,1.88,5.21,1.6709999999999998,269.348
20110701,1273.27,131.29,340.04699999999997,4.37,1.84,5.18,1.6704999999999999,270.836
20110630,1271.42,131.41,340.0578,4.43,1.87,5.25,1.67,270.131
20110629,1266.3101,131.5,339.6755,4.5,1.94,5.39,1.6654545454545453,264.931
20110628,1262.75,131.63,339.2567,4.62,2.02,5.5,1.660909090909091,255.65
20110627,1262.86,132.36,339.5823,4.75,2.12,5.63,1.6563636363636363,253.547
20110624,1264.0699,133.04,339.9104,4.82,2.17,5.65,1.6518181818181819,253.35
20110623,1263.95,132.98,340.3385,4.75,2.1,5.6,1.6472727272727272,256.87
20110622,1265.22,132.55,340.4,4.66,2.02,5.49,1.6427272727272726,261.107
20110621,1263.16,132.52,340.0665,4.69,2.04,5.52,1.6381818181818182,261.58799999999997
20110620,1262.6899,132.59,339.9171,4.73,2.06,5.54,1.6336363636363636,258.622
20110617,1265.0601,132.72,339.8505,4.73,2.07,5.49,1.6290909090909091,256.844
20110616,1266.1,132.91,340.0368,4.73,2.09,5.52,1.6245454545454545,254.68400000000003
20110615,1270.39,132.7,340.277,4.64,2.02,5.38,1.62,259.245
20110614,1271.14,131.69,339.6887,4.51,1.92,5.24,1.6154545454545455,265.624
20110613,1271.9,132.42,340.2042,4.61,1.99,5.32,1.6109090909090908,259.075
20110610,1273.8101,132.69,340.2407,4.6,2.01,5.29,1.6063636363636364,257.01099999999997
20110609,1274.38,132.47,339.9991,4.58,1.99,5.24,1.6018181818181818,257.91900000000004
20110608,1276.86,132.82,339.9938,4.63,2.03,5.22,1.5972727272727274,255.679
20110607,1279.03,132.43,339.5257,4.57,1.99,5.12,1.5927272727272728,258.911
20110606,1280.49,132.42,339.1211,4.58,2.01,5.08,1.5881818181818181,257.318
20110603,1280.66,132.57,339.3071,4.59,2.01,5.08,1.5836363636363637,256.007
20110602,1282.8101,132.37,338.9748,4.59,1.99,4.99,1.579090909090909,257.2
20110601,1284.75,133.15,339.2544,4.63,2.04,4.96,1.5745454545454547,250.669
20110531,1283.92,132.57,338.5868,4.57,1.99,4.92,1.57,259.116
20110527,1282.28,132.34,338.219,4.42,2.01,4.91,1.5647619047619048,259.608
20110526,1282.53,132.44,338.1739,4.42,2.0,4.91,1.5595238095238095,257.186
20110525,1282.4301,131.97,338.0668,4.31,1.93,4.82,1.5542857142857143,259.399
20110524,1283.6899,132.12,338.2713,4.31,1.92,4.77,1.549047619047619,260.988
20110523,1283.71,132.06,338.4701,4.25,1.9,4.76,1.5438095238095237,260.411
20110520,1284.88,131.98,338.3407,4.22,1.88,4.69,1.5385714285714287,263.267
20110519,1284.7,131.85,338.1152,4.19,1.86,4.68,1.5333333333333334,264.586
20110518,1284.14,131.83,337.9588,4.21,1.87,4.66,1.5280952380952382,262.67
20110517,1284.5601,132.27,337.7904,4.29,1.93,4.69,1.522857142857143,259.45099999999996
20110516,1284.91,132.0,337.2671,4.28,1.92,4.64,1.5176190476190476,262.555
20110513,1283.5,131.68,336.9203,4.24,1.9,4.63,1.5123809523809524,263.68
20110512,1283.27,131.38,336.4788,4.2,1.88,4.61,1.5071428571428571,267.055
20110511,1283.88,131.79,336.426,4.25,1.91,4.63,1.5019047619047619,261.268
20110510,1283.0699,131.48,335.9858,4.22,1.89,4.6,1.4966666666666666,262.74
20110509,1282.67,131.85,336.0143,4.28,1.93,4.66,1.4914285714285713,261.498
20110506,1281.55,131.76,335.4635,4.27,1.94,4.65,1.486190476190476,259.637
20110505,1280.51,131.73,335.0582,4.24,1.94,4.65,1.480952380952381,257.628
20110504,1280.52,131.39,334.4853,4.17,1.91,4.62,1.4757142857142858,262.844
20110503,1279.75,131.16,333.6492,4.16,1.93,4.62,1.4704761904761905,264.39599999999996
20110502,1279.34,130.87,333.2909,4.15,1.92,4.59,1.4652380952380952,267.54
20110429,1277.6899,130.68,332.8262,4.16,1.92,4.62,1.46,268.285
20110428,1275.74,130.54,332.0688,4.19,1.93,4.64,1.462,269.13599999999997
20110427,1274.67,130.11,331.3091,4.19,1.9,4.6,1.464,271.22900000000004
20110426,1274.3,130.46,331.7774,4.21,1.92,4.62,1.466,270.19
20110425,1273.29,130.02,331.1631,4.16,1.9,4.61,1.468,272.493
20110421,1271.86,129.72,330.8211,4.12,1.88,4.57,1.47,273.385
20110420,1270.9301,129.75,330.6083,4.15,1.89,4.59,1.472,274.478
20110419,1269.29,129.91,330.7378,4.21,1.92,4.68,1.474,271.621
20110418,1269.13,129.74,330.74,4.2,1.91,4.67,1.476,271.113
20110415,1269.13,129.54,330.5778,4.15,1.87,4.61,1.478,271.23
20110414,1268.59,128.91,329.8998,4.09,1.82,4.53,1.48,272.966
20110413,1268.76,129.1,330.1307,4.1,1.84,4.55,1.482,273.052
20110412,1267.9399,128.8,330.2006,4.05,1.79,4.53,1.484,274.635
20110411,1268.66,128.34,329.9911,3.96,1.72,4.43,1.486,276.043
20110408,1267.4,128.25,329.9486,3.94,1.72,4.43,1.488,276.901
20110407,1266.66,128.3,330.1763,3.97,1.72,4.46,1.49,276.11400000000003
20110406,1265.45,128.25,330.1452,3.98,1.71,4.45,1.492,271.337
20110405,1263.58,128.56,330.3374,4.05,1.76,4.55,1.494,266.37
20110404,1262.92,128.85,330.5991,4.14,1.8,4.61,1.496,265.78700000000003
20110401,1260.63,128.56,330.1131,4.16,1.8,4.6,1.498,264.248
20110331,1258.1899,128.47,329.5895,4.21,1.82,4.65,1.5,264.70799999999997
20110330,1257.85,128.45,329.6424,4.24,1.82,4.66,1.4982608695652173,265.128
20110329,1256.7,128.17,329.721,4.18,1.78,4.63,1.4965217391304348,267.199
20110328,1256.8,128.53,330.0572,4.22,1.79,4.66,1.4947826086956522,268.099
20110325,1255.89,128.49,329.9279,4.24,1.81,4.68,1.4930434782608695,270.507
20110324,1255.66,128.8,330.0254,4.3,1.85,4.73,1.491304347826087,271.123
20110323,1255.39,129.09,329.2998,4.39,1.93,4.8,1.4895652173913043,269.03700000000003
20110322,1255.5,129.17,329.7506,4.38,1.92,4.79,1.4878260869565216,267.469
20110321,1254.88,129.17,329.6745,4.43,1.94,4.81,1.4860869565217392,269.288
20110318,1252.62,129.35,329.4828,4.48,2.0,4.9,1.4843478260869565,268.10900000000004
20110317,1250.23,129.38,329.2752,4.54,2.03,4.98,1.4826086956521738,266.842
20110316,1249.5699,129.69,329.5294,4.53,2.04,5.02,1.4808695652173913,262.334
20110315,1247.5699,129.05,328.3182,4.46,1.99,4.97,1.4791304347826086,269.993
20110314,1253.99,129.13,329.0799,4.38,1.94,4.81,1.4773913043478262,276.126
20110311,1253.72,128.74,328.7801,4.35,1.9,4.74,1.4756521739130435,275.925
20110310,1254.87,128.84,329.1734,4.34,1.88,4.7,1.4739130434782608,272.32599999999996
20110309,1257.08,128.33,328.8143,4.26,1.82,4.55,1.4721739130434783,277.649
20110308,1256.86,127.8,328.2014,4.23,1.78,4.48,1.4704347826086956,282.488
20110307,1257.0699,128.11,328.2906,4.26,1.82,4.52,1.468695652173913,281.346
20110304,1256.73,128.15,327.8132,4.31,1.83,4.51,1.4669565217391305,280.716
20110303,1256.41,127.58,327.1347,4.17,1.77,4.43,1.4652173913043478,279.346
20110302,1255.89,128.3,326.9482,4.27,1.89,4.54,1.4634782608695651,277.92900000000003
20110301,1256.0,128.74,326.7911,4.26,1.95,4.59,1.4617391304347827,274.921
20110228,1254.13,128.65,325.9066,4.26,1.98,4.63,1.46,274.487
20110225,1252.52,128.28,325.2463,4.28,1.98,4.63,1.4657894736842105,269.869
20110224,1251.5699,128.05,324.6664,4.3,1.99,4.63,1.471578947368421,271.026
20110223,1252.87,127.88,324.2353,4.25,1.97,4.56,1.4773684210526317,273.945
20110222,1254.33,128.07,324.7002,4.22,1.97,4.55,1.483157894736842,276.095
20110218,1253.77,127.25,323.657,4.12,1.89,4.42,1.4889473684210526,283.078
20110217,1252.4399,127.36,323.5621,4.15,1.9,4.43,1.4947368421052631,280.789
20110216,1250.47,127.01,322.8256,4.13,1.88,4.42,1.5005263157894737,279.01599999999996
20110215,1249.41,127.04,322.7851,4.13,1.88,4.44,1.5063157894736843,278.355
20110214,1249.11,126.9,322.7518,4.1,1.88,4.44,1.5121052631578948,277.46
20110211,1247.78,126.6,322.6246,4.05,1.86,4.44,1.5178947368421052,279.236
20110210,1247.46,126.22,322.3457,3.98,1.82,4.4,1.5236842105263158,286.107
20110209,1248.5601,126.76,323.0786,4.0,1.85,4.43,1.5294736842105263,285.149
20110208,1248.28,126.15,323.4107,3.89,1.76,4.36,1.5352631578947369,288.64599999999996
20110207,1246.84,126.57,324.0335,3.97,1.81,4.48,1.5410526315789475,286.732
20110204,1244.24,126.25,323.9651,3.95,1.81,4.52,1.546842105263158,288.925
20110203,1242.42,126.86,324.8023,4.02,1.86,4.66,1.5526315789473686,284.26099999999997
20110202,1241.16,127.09,324.9438,4.08,1.9,4.73,1.558421052631579,281.85
20110201,1239.52,127.33,324.7782,4.18,1.96,4.82,1.5642105263157895,283.608
20110131,1237.91,127.63,324.0969,4.29,2.04,4.91,1.57,280.647
20110128,1237.77,127.98,325.5504,4.2,2.0,4.89,1.5715000000000001,278.096
20110127,1236.95,127.63,326.0597,4.11,1.94,4.9,1.573,280.755
20110126,1235.51,127.26,325.9674,4.02,1.89,4.86,1.5745,278.76099999999997
20110125,1234.29,128.05,326.5029,4.12,1.96,4.94,1.576,275.022
20110124,1232.5,127.41,325.5814,4.03,1.91,4.89,1.5775000000000001,277.73
20110121,1230.42,127.24,325.3732,4.05,1.91,4.91,1.5790000000000002,279.339
20110120,1229.58,126.87,325.5363,3.91,1.85,4.9,1.5805,282.172
20110119,1230.12,127.71,326.9153,3.96,1.9,4.98,1.582,276.855
20110118,1229.37,127.45,326.5828,3.95,1.89,4.96,1.5835000000000001,277.967
20110114,1227.46,127.53,326.8998,3.96,1.9,4.99,1.585,275.25
20110113,1227.0601,127.76,327.3121,4.01,1.92,5.02,1.5865,271.83
20110112,1225.22,127.34,326.491,3.96,1.9,5.0,1.588,276.203
20110111,1223.24,127.4,325.9784,4.01,1.93,5.04,1.5895000000000001,275.252
20110110,1222.17,127.48,325.7437,4.01,1.96,5.1,1.5910000000000002,271.20799999999997
20110107,1222.23,127.41,326.1479,3.94,1.92,5.05,1.5925,272.857
20110106,1221.49,126.83,325.7334,3.83,1.84,4.97,1.594,272.638
20110105,1219.25,126.41,325.2591,3.77,1.81,4.95,1.5955000000000001,275.894
20110104,1218.41,127.36,324.9738,3.9,1.96,5.11,1.597,270.95599999999996
20110103,1215.67,127.29,323.9213,3.96,2.01,5.15,1.5985,273.7
20101231,1211.1899,127.38,323.8167,4.05,2.04,5.26,1.6,269.81
20101230,1210.1801,126.71,323.1948,4.0,2.0,5.22,1.6090909090909091,272.19
20101229,1208.95,126.83,323.309,4.04,2.02,5.26,1.6181818181818182,271.407
20101228,1207.55,125.65,322.1058,3.92,1.93,5.16,1.6272727272727274,273.423
20101227,1206.65,126.57,323.1512,3.98,1.99,5.28,1.6363636363636365,268.78700000000003
20101223,1205.23,126.19,322.6509,3.96,1.98,5.29,1.6454545454545455,273.16900000000004
20101222,1204.71,126.45,322.7824,4.0,2.01,5.35,1.6545454545454545,271.362
20101221,1203.5699,126.55,322.7848,4.06,2.04,5.42,1.6636363636363638,269.553
20101220,1202.1,126.38,322.2988,4.08,2.05,5.41,1.6727272727272728,273.645
20101217,1201.02,126.56,321.3294,4.11,2.11,5.44,1.6818181818181819,272.059
20101216,1200.39,125.39,321.7052,3.96,1.97,5.34,1.690909090909091,278.325
20101215,1200.38,125.1,323.0071,3.75,1.87,5.29,1.7000000000000002,286.061
20101214,1201.5699,125.44,323.7824,3.77,1.88,5.31,1.7090909090909092,281.789
20101213,1201.8199,126.57,325.3418,3.89,1.96,5.46,1.7181818181818183,269.26599999999996
20101210,1200.74,126.28,325.1422,3.85,1.93,5.42,1.7272727272727273,268.066
20101209,1200.5601,126.6,325.5349,3.87,1.96,5.47,1.7363636363636363,258.189
20101208,1200.33,126.35,326.5217,3.83,1.91,5.49,1.7454545454545456,264.268
20101207,1201.46,126.66,326.5468,3.91,1.99,5.54,1.7545454545454546,259.186
20101206,1199.1801,127.99,327.1028,4.12,2.17,5.79,1.7636363636363637,249.733
20101203,1197.02,127.34,325.5883,4.1,2.16,5.74,1.7727272727272727,253.50799999999998
20101202,1195.29,127.34,325.4171,4.16,2.16,5.76,1.7818181818181817,244.68900000000002
20101201,1192.23,127.41,325.3987,4.27,2.21,5.87,1.790909090909091,243.06
20101130,1189.62,128.56,326.4518,4.31,2.3,6.08,1.8,234.18599999999998
20101129,1192.52,128.39,327.7511,4.19,2.21,5.98,1.7975,231.05
20101126,1194.22,128.13,327.445,4.13,2.18,5.91,1.795,235.632
20101124,1193.5601,127.68,327.009,4.07,2.14,5.88,1.7925,237.84799999999998
20101123,1195.15,128.82,328.3935,4.15,2.21,5.97,1.79,231.78900000000002
20101122,1199.59,128.66,328.5408,4.1,2.16,5.82,1.7875,233.545
20101119,1200.14,128.21,327.9425,4.05,2.12,5.73,1.7850000000000001,236.44299999999998
20101118,1201.4399,128.04,326.9945,4.06,2.15,5.7,1.7825,239.67700000000002
20101117,1198.8,128.07,327.3463,4.07,2.16,5.8,1.78,239.468
20101116,1199.63,128.19,328.5139,4.0,2.13,5.79,1.7775,234.206
20101115,1206.6,127.64,329.5836,3.86,2.01,5.57,1.775,242.13099999999997
20101112,1209.1,128.75,331.3413,3.94,2.06,5.61,1.7725,228.132
20101110,1213.23,129.44,333.8513,3.92,2.04,5.62,1.77,220.704
20101109,1216.5601,129.34,335.6058,3.82,1.93,5.48,1.7675,221.49400000000003
20101108,1215.98,130.14,336.3454,3.9,1.99,5.56,1.7650000000000001,214.923
20101105,1214.28,130.22,337.1081,3.92,1.99,5.63,1.7625,216.115
20101104,1211.63,130.59,337.3744,4.04,2.03,5.72,1.76,215.924
20101103,1206.45,129.62,335.5163,4.02,2.0,5.76,1.7575,224.045
20101102,1205.3,130.03,335.8487,4.08,2.03,5.77,1.755,224.097
20101101,1204.16,129.57,335.0944,4.06,2.01,5.78,1.7525,227.73
20101029,1203.6801,129.61,334.5485,4.03,2.04,5.75,1.75,226.14700000000002
20101028,1202.8199,129.19,334.0903,4.0,2.0,5.74,1.754,229.61700000000002
20101027,1201.28,128.86,334.0407,3.96,1.95,5.69,1.758,230.335
20101026,1200.67,129.26,334.4773,3.9,1.98,5.75,1.762,224.577
20101025,1198.87,129.83,334.4012,4.01,2.08,5.88,1.766,220.03599999999997
20101022,1196.25,129.48,333.5982,4.04,2.1,5.92,1.77,220.12599999999998
20101021,1194.92,129.5,333.7244,4.05,2.1,5.95,1.774,219.22099999999998
20101020,1193.52,129.78,334.1629,4.1,2.13,6.03,1.778,213.38299999999998
20101019,1193.9,129.73,334.7827,4.04,2.09,6.0,1.782,211.412
20101018,1194.01,129.5,335.1707,3.99,2.05,5.99,1.786,214.639
20101015,1192.98,128.87,335.1578,3.87,1.97,5.92,1.79,219.855
20101014,1193.09,129.63,335.8786,3.92,1.99,5.93,1.794,213.041
20101013,1193.84,130.23,335.7937,4.01,2.06,5.96,1.798,206.079
20101012,1190.55,130.26,334.5899,4.07,2.11,6.01,1.802,206.168
20101008,1188.3101,130.54,333.8466,4.13,2.18,6.06,1.806,204.665
20101007,1187.24,130.55,333.6121,4.15,2.17,6.06,1.81,202.99599999999998
20101006,1185.08,130.57,333.0598,4.2,2.2,6.09,1.814,201.24400000000003
20101005,1181.36,129.82,331.7707,4.22,2.21,6.12,1.818,207.12599999999998
20101004,1178.36,129.72,331.6627,4.27,2.21,6.17,1.822,206.699
20101001,1176.08,129.39,330.9963,4.13,2.19,6.16,1.826,209.31
20100930,1173.38,129.46,330.5916,4.13,2.22,6.21,1.83,208.549
20100929,1171.53,129.39,329.57,4.18,2.25,6.22,1.8366666666666667,207.05900000000003
20100928,1170.39,129.69,329.1431,4.25,2.31,6.28,1.8433333333333335,203.321
20100927,1169.05,129.3,328.3485,4.2,2.28,6.26,1.85,210.609
20100924,1166.83,128.47,326.79,4.19,2.27,6.24,1.8566666666666667,216.245
20100923,1165.99,128.87,326.7481,4.23,2.32,6.29,1.8633333333333333,213.328
20100922,1167.25,128.95,326.777,4.24,2.31,6.26,1.87,212.43
20100921,1167.92,128.73,326.6363,4.24,2.29,6.22,1.8766666666666667,215.495
20100920,1166.7,127.94,326.6034,4.18,2.19,6.16,1.8833333333333333,224.452
20100917,1164.33,127.59,326.2566,4.16,2.17,6.16,1.8900000000000001,227.11
20100916,1163.0601,127.44,326.3393,4.13,2.15,6.16,1.8966666666666667,228.706
20100915,1160.89,127.74,325.7018,4.17,2.21,6.24,1.9033333333333333,223.90599999999998
20100914,1159.8,128.4,325.5595,4.23,2.26,6.29,1.91,218.141
20100913,1157.67,127.79,325.318,4.16,2.2,6.27,1.9166666666666667,221.84400000000002
20100910,1153.51,127.16,324.6443,4.13,2.18,6.28,1.9233333333333333,222.23
20100909,1150.86,127.3,325.0066,4.14,2.19,6.36,1.93,219.017
20100908,1149.1,128.04,325.5683,4.17,2.27,6.5,1.9366666666666668,214.297
20100907,1147.45,128.32,326.4066,4.17,2.27,6.56,1.9433333333333334,211.37400000000002
20100903,1145.09,127.35,325.7802,4.09,2.2,6.54,1.95,218.489
20100902,1143.6,127.67,325.7953,4.16,2.26,6.61,1.9566666666666666,212.75599999999997
20100901,1141.47,127.84,326.0497,4.15,2.3,6.68,1.9633333333333334,206.972
20100831,1139.0601,128.56,325.785,4.29,2.41,6.8,1.97,199.667
20100830,1139.97,128.32,326.2882,4.21,2.33,6.73,1.9636363636363636,203.347
20100827,1138.52,127.65,326.3299,4.1,2.23,6.66,1.9572727272727273,209.447
20100826,1138.54,128.92,328.409,4.2,2.26,6.76,1.950909090909091,195.68400000000003
20100825,1137.78,128.62,330.3062,4.06,2.13,6.76,1.9445454545454546,201.136
20100824,1139.46,129.02,330.9762,4.08,2.14,6.77,1.9381818181818182,202.33700000000002
20100823,1140.46,128.44,330.2252,3.99,2.08,6.65,1.9318181818181819,211.71
20100820,1139.48,128.35,329.8506,4.02,2.08,6.64,1.9254545454545455,212.132
20100819,1140.87,128.67,329.3817,4.05,2.12,6.64,1.9190909090909092,209.31799999999998
20100818,1140.39,128.13,328.6798,4.04,2.1,6.61,1.9127272727272728,213.40099999999998
20100817,1138.89,127.89,326.9132,4.13,2.17,6.64,1.9063636363636363,213.38400000000001
20100816,1137.65,128.27,326.8535,4.21,2.22,6.7,1.9,208.02
20100813,1136.14,127.28,325.6702,4.11,2.17,6.7,1.8936363636363636,214.082
20100812,1136.8199,127.03,325.0877,4.06,2.15,6.67,1.8872727272727272,220.63400000000001
20100811,1140.8101,127.27,325.3238,4.05,2.15,6.61,1.8809090909090909,216.611
20100810,1145.15,126.76,324.4269,3.95,2.09,6.44,1.8745454545454545,223.592
20100809,1146.08,126.7,323.7464,3.99,2.09,6.39,1.8681818181818182,229.737
20100806,1144.4301,126.71,322.275,4.03,2.17,6.41,1.8618181818181818,230.87599999999998
20100805,1144.17,126.17,321.13,4.0,2.14,6.35,1.8554545454545455,236.90599999999998
20100804,1143.5601,125.9,320.5251,3.98,2.14,6.32,1.8490909090909091,238.601
20100803,1142.34,126.15,319.9655,4.04,2.21,6.39,1.8427272727272728,237.628
20100802,1140.34,125.69,319.1504,4.05,2.18,6.38,1.8363636363636364,240.482
20100730,1138.65,126.06,318.8751,4.14,2.25,6.42,1.83,235.696
20100729,1138.65,125.37,317.8701,4.06,2.19,6.34,1.8404761904761906,239.96200000000002
20100728,1138.39,125.37,317.3117,4.05,2.21,6.32,1.850952380952381,237.361
20100727,1136.92,125.01,316.7766,4.01,2.18,6.27,1.8614285714285714,241.304
20100726,1134.1,125.09,316.3896,4.13,2.25,6.38,1.871904761904762,240.602
20100723,1131.02,124.93,315.5129,4.2,2.29,6.43,1.8823809523809525,240.78900000000002
20100722,1129.09,125.22,315.1113,4.31,2.37,6.51,1.8928571428571428,237.303
20100721,1127.02,125.39,314.4526,4.41,2.43,6.59,1.9033333333333333,232.39
20100720,1123.48,124.89,313.5712,4.43,2.43,6.64,1.9138095238095238,236.951
20100719,1122.88,124.69,313.2763,4.42,2.42,6.62,1.9242857142857142,236.688
20100716,1122.09,124.9,313.2622,4.45,2.44,6.64,1.9347619047619047,233.467
20100715,1120.9,124.61,312.9027,4.42,2.41,6.62,1.9452380952380952,239.06799999999998
20100714,1119.91,124.1,312.5893,4.37,2.36,6.57,1.9557142857142855,243.953
20100713,1117.41,123.44,311.6367,4.38,2.33,6.55,1.966190476190476,245.351
20100712,1113.1801,123.67,311.0532,4.48,2.42,6.7,1.9766666666666666,241.153
20100709,1110.51,123.44,310.9336,4.5,2.41,6.73,1.987142857142857,242.482
20100708,1107.3199,123.53,309.9643,4.59,2.49,6.83,1.9976190476190474,241.143
20100707,1103.24,123.65,309.3304,4.69,2.55,6.94,2.008095238095238,235.315
20100706,1102.41,123.96,308.9055,4.77,2.6,6.97,2.0185714285714282,231.889
20100702,1099.29,123.47,308.0784,4.76,2.59,6.99,2.0290476190476188,234.982
