Date,US High Yied,US Investment Grade,Emerging Investment Grade,Emerging High Yield OAS,Emerging Investment Grade OAS,US High Yield OAS,US Investment Grade OAS,US 10 Year -2 Year Gov Spread
19980529,548.37,100.0,104.2473,7.51,2.07,3.01,2.0,4.8
19980528,548.275,100.0,104.25819,7.51,2.0585,3.0,2.0,4.8
19980527,548.1800000000001,100.0,104.26908,7.51,2.0469999999999997,2.9899999999999998,2.0,3.1
19980526,548.085,100.0,104.27996999999999,7.51,2.0355,2.98,2.0,-0.55
19980522,547.99,100.0,104.29086,7.51,2.024,2.9699999999999998,2.0,1.7
19980521,547.895,100.0,104.30175,7.51,2.0124999999999997,2.96,2.0,3.2
19980520,547.8,100.0,104.31264,7.51,2.001,2.9499999999999997,2.0,-0.85
19980519,547.705,100.0,104.32353,7.51,1.9894999999999998,2.94,2.0,9.35
19980518,547.61,100.0,104.33442,7.51,1.978,2.9299999999999997,2.0,6.8
19980515,547.515,100.0,104.34531,7.51,1.9665,2.92,2.0,10.7
19980514,547.4200000000001,100.0,104.3562,7.51,1.955,2.91,2.0,6.4
19980513,547.325,100.0,104.36709,7.51,1.9435,2.9,2.0,4.8
19980512,547.23,100.0,104.37798000000001,7.51,1.932,2.89,2.0,12.5
19980511,547.135,100.0,104.38887,7.51,1.9205,2.88,2.0,17.3
19980508,547.04,100.0,104.39976,7.51,1.909,2.87,2.0,6.05
19980507,546.945,100.0,104.41065,7.51,1.8975,2.86,2.0,9.25
19980506,546.85,100.0,104.42154000000001,7.51,1.8860000000000001,2.85,2.0,9.55
19980505,546.755,100.0,104.43243000000001,7.51,1.8745,2.84,2.0,18.45
19980504,546.6600000000001,100.0,104.44332,7.51,1.863,2.83,2.0,4.7
19980501,546.565,100.0,104.45421,7.51,1.8515000000000001,2.82,2.0,8.6
19980430,546.47,100.0,104.4651,7.51,1.84,2.81,2.0,10.1
19980429,546.3676190476191,100.0,104.41614761904762,7.51,1.841904761904762,2.8014285714285716,2.0,24.15
19980428,546.2652380952381,100.0,104.36719523809525,7.51,1.8438095238095238,2.7928571428571427,2.0,9.45
19980427,546.1628571428572,100.0,104.31824285714286,7.51,1.8457142857142859,2.7842857142857143,2.0,8.25
19980424,546.0604761904763,100.0,104.26929047619048,7.51,1.8476190476190477,2.775714285714286,2.0,-2.4
19980423,545.9580952380953,100.0,104.2203380952381,7.51,1.8495238095238096,2.7671428571428573,2.0,11.65
19980422,545.8557142857143,100.0,104.17138571428572,7.51,1.8514285714285714,2.7585714285714285,2.0,5.65
19980421,545.7533333333333,100.0,104.12243333333333,7.51,1.8533333333333333,2.75,2.0,8.25
19980420,545.6509523809524,100.0,104.07348095238096,7.51,1.8552380952380954,2.7414285714285715,2.0,5.25
19980417,545.5485714285714,100.0,104.02452857142858,7.51,1.8571428571428572,2.7328571428571427,2.0,2.4
19980416,545.4461904761905,100.0,103.97557619047619,7.51,1.859047619047619,2.724285714285714,2.0,7.75
19980415,545.3438095238096,100.0,103.92662380952382,7.51,1.860952380952381,2.7157142857142857,2.0,9.05
19980414,545.2414285714286,100.0,103.87767142857143,7.51,1.8628571428571428,2.7071428571428573,2.0,8.1
19980413,545.1390476190477,100.0,103.82871904761905,7.51,1.8647619047619046,2.6985714285714284,2.0,11.05
19980409,545.0366666666667,100.0,103.77976666666667,7.51,1.8666666666666667,2.69,2.0,9.4
19980408,544.9342857142858,100.0,103.73081428571429,7.51,1.8685714285714285,2.6814285714285715,2.0,8.8
19980407,544.8319047619048,100.0,103.6818619047619,7.51,1.8704761904761904,2.6728571428571426,2.0,6.05
19980406,544.7295238095238,100.0,103.63290952380953,7.51,1.8723809523809523,2.664285714285714,2.0,5.4
19980403,544.6271428571429,100.0,103.58395714285714,7.51,1.874285714285714,2.6557142857142857,2.0,4.4
19980402,544.5247619047619,100.0,103.53500476190476,7.51,1.8761904761904762,2.6471428571428572,2.0,12.35
19980401,544.422380952381,100.0,103.48605238095239,7.51,1.878095238095238,2.6385714285714283,2.0,8.25
19980331,544.32,100.0,103.4371,7.51,1.88,2.63,2.0,12.45
19980330,544.09,100.0,103.39642272727272,7.51,1.8936363636363636,2.6331818181818183,2.0,14.3
19980327,543.86,100.0,103.35574545454546,7.51,1.9072727272727272,2.6363636363636362,2.0,6.15
19980326,543.63,100.0,103.31506818181818,7.51,1.920909090909091,2.6395454545454546,2.0,5.9
19980325,543.4000000000001,100.0,103.27439090909091,7.51,1.9345454545454546,2.6427272727272726,2.0,1.95
19980324,543.1700000000001,100.0,103.23371363636363,7.51,1.9481818181818182,2.645909090909091,2.0,-0.1
19980323,542.94,100.0,103.19303636363637,7.51,1.9618181818181817,2.649090909090909,2.0,5.1
19980320,542.71,100.0,103.15235909090909,7.51,1.9754545454545454,2.6522727272727273,2.0,3.55
19980319,542.48,100.0,103.11168181818182,7.51,1.989090909090909,2.6554545454545453,2.0,6.55
19980318,542.25,100.0,103.07100454545454,7.51,2.002727272727273,2.6586363636363637,2.0,6.95
19980317,542.02,100.0,103.03032727272728,7.51,2.0163636363636366,2.6618181818181816,2.0,6.3
19980316,541.79,100.0,102.98965,7.51,2.0300000000000002,2.665,2.0,5.35
19980313,541.5600000000001,100.0,102.94897272727272,7.51,2.0436363636363635,2.6681818181818184,2.0,12.0
19980312,541.33,100.0,102.90829545454545,7.51,2.057272727272727,2.6713636363636364,2.0,8.2
19980311,541.1,100.0,102.86761818181817,7.51,2.070909090909091,2.674545454545455,2.0,16.1
19980310,540.87,100.0,102.82694090909091,7.51,2.0845454545454545,2.6777272727272727,2.0,13.3
19980309,540.64,100.0,102.78626363636363,7.51,2.098181818181818,2.680909090909091,2.0,12.65
19980306,540.41,100.0,102.74558636363636,7.51,2.111818181818182,2.684090909090909,2.0,17.7
19980305,540.18,100.0,102.70490909090908,7.51,2.1254545454545455,2.6872727272727275,2.0,20.4
19980304,539.95,100.0,102.66423181818182,7.51,2.139090909090909,2.6904545454545454,2.0,11.5
19980303,539.72,100.0,102.62355454545454,7.51,2.152727272727273,2.693636363636364,2.0,20.4
19980302,539.49,100.0,102.58287727272727,7.51,2.1663636363636365,2.696818181818182,2.0,7.55
19980227,539.26,100.0,102.5422,7.51,2.18,2.7,2.0,5.1
19980226,539.0947368421052,100.0,102.46456842105263,7.51,2.195263157894737,2.7115789473684213,2.0,11.75
19980225,538.9294736842105,100.0,102.38693684210526,7.51,2.210526315789474,2.7231578947368424,2.0,4.25
19980224,538.7642105263158,100.0,102.3093052631579,7.51,2.2257894736842108,2.734736842105263,2.0,13.85
19980223,538.598947368421,100.0,102.23167368421052,7.51,2.2410526315789476,2.7463157894736843,2.0,1.1
19980220,538.4336842105263,100.0,102.15404210526316,7.51,2.2563157894736845,2.7578947368421054,2.0,9.7
19980219,538.2684210526315,100.0,102.07641052631578,7.51,2.2715789473684214,2.7694736842105265,2.0,11.55
19980218,538.1031578947368,100.0,101.99877894736842,7.51,2.2868421052631582,2.7810526315789477,2.0,9.95
19980217,537.937894736842,100.0,101.92114736842105,7.51,2.302105263157895,2.7926315789473684,2.0,7.75
19980213,537.7726315789473,100.0,101.84351578947368,7.51,2.317368421052632,2.8042105263157895,2.0,14.0
19980212,537.6073684210527,100.0,101.76588421052631,7.51,2.3326315789473684,2.8157894736842106,2.0,17.9
19980211,537.4421052631579,100.0,101.68825263157895,7.51,2.3478947368421053,2.8273684210526318,2.0,21.85
19980210,537.2768421052632,100.0,101.61062105263157,7.51,2.363157894736842,2.838947368421053,2.0,25.8
19980209,537.1115789473685,100.0,101.53298947368421,7.51,2.378421052631579,2.8505263157894736,2.0,24.05
19980206,536.9463157894737,100.0,101.45535789473684,7.51,2.393684210526316,2.8621052631578947,2.0,22.2
19980205,536.781052631579,100.0,101.37772631578947,7.51,2.4089473684210527,2.873684210526316,2.0,27.25
19980204,536.6157894736842,100.0,101.3000947368421,7.51,2.4242105263157896,2.885263157894737,2.0,18.1
19980203,536.4505263157895,100.0,101.22246315789474,7.51,2.4394736842105265,2.8968421052631577,2.0,24.35
19980202,536.2852631578947,100.0,101.14483157894736,7.51,2.4547368421052633,2.908421052631579,2.0,24.55
19980130,536.12,100.0,101.0672,7.51,2.47,2.92,2.0,14.3
19980129,535.646,100.0,101.01384,7.51,2.4715000000000003,2.918,2.0,26.2
19980128,535.172,100.0,100.96048,7.51,2.4730000000000003,2.916,2.0,35.4
19980127,534.698,100.0,100.90712,7.51,2.4745000000000004,2.9139999999999997,2.0,24.1
19980126,534.224,100.0,100.85376,7.51,2.476,2.912,2.0,16.25
19980123,533.75,100.0,100.8004,7.51,2.4775,2.91,2.0,31.1
19980122,533.276,100.0,100.74704,7.51,2.479,2.908,2.0,16.45
19980121,532.802,100.0,100.69368,7.51,2.4805,2.9059999999999997,2.0,22.85
19980120,532.328,100.0,100.64032,7.51,2.482,2.904,2.0,25.9
19980116,531.854,100.0,100.58696,7.51,2.4835000000000003,2.902,2.0,19.6
19980115,531.38,100.0,100.5336,7.51,2.4850000000000003,2.9,2.0,11.35
19980114,530.906,100.0,100.48024,7.51,2.4865,2.8979999999999997,2.0,19.9
19980113,530.432,100.0,100.42688,7.51,2.488,2.896,2.0,15.6
19980112,529.958,100.0,100.37352,7.51,2.4895,2.894,2.0,10.95
19980109,529.484,100.0,100.32016,7.51,2.491,2.892,2.0,24.25
19980108,529.01,100.0,100.2668,7.51,2.4925,2.8899999999999997,2.0,30.8
19980107,528.536,100.0,100.21344,7.51,2.494,2.888,2.0,23.8
19980106,528.062,100.0,100.16008,7.51,2.4955,2.886,2.0,5.8
19980105,527.588,100.0,100.10672,7.51,2.497,2.884,2.0,12.2
19980102,527.114,100.0,100.05336,7.51,2.4985,2.8819999999999997,2.0,19.5
19971231,526.64,100.0,100.0,7.51,2.5,2.88,2.0,10.45
19971230,526.4318181818181,100.0,100.0,7.51,2.5,2.87,2.0,14.6
19971229,526.2236363636364,100.0,100.0,7.51,2.5,2.86,2.0,6.25
19971226,526.0154545454545,100.0,100.0,7.51,2.5,2.85,2.0,4.95
19971224,525.8072727272727,100.0,100.0,7.51,2.5,2.84,2.0,7.3
19971223,525.5990909090909,100.0,100.0,7.51,2.5,2.83,2.0,2.05
19971222,525.3909090909091,100.0,100.0,7.51,2.5,2.82,2.0,6.5
19971219,525.1827272727272,100.0,100.0,7.51,2.5,2.81,2.0,5.75
19971218,524.9745454545455,100.0,100.0,7.51,2.5,2.8,2.0,9.6
19971217,524.7663636363636,100.0,100.0,7.51,2.5,2.79,2.0,15.45
19971216,524.5581818181818,100.0,100.0,7.51,2.5,2.78,2.0,7.8
19971215,524.3499999999999,100.0,100.0,7.51,2.5,2.77,2.0,10.75
19971212,524.1418181818182,100.0,100.0,7.51,2.5,2.7600000000000002,2.0,7.5
19971211,523.9336363636363,100.0,100.0,7.51,2.5,2.75,2.0,19.95
19971210,523.7254545454545,100.0,100.0,7.51,2.5,2.74,2.0,23.25
19971209,523.5172727272727,100.0,100.0,7.51,2.5,2.73,2.0,21.1
19971208,523.3090909090909,100.0,100.0,7.51,2.5,2.72,2.0,17.5
19971205,523.100909090909,100.0,100.0,7.51,2.5,2.71,2.0,9.05
19971204,522.8927272727273,100.0,100.0,7.51,2.5,2.7,2.0,4.9
19971203,522.6845454545454,100.0,100.0,7.51,2.5,2.69,2.0,11.5
19971202,522.4763636363635,100.0,100.0,7.51,2.5,2.68,2.0,14.85
19971201,522.2681818181818,100.0,100.0,7.51,2.5,2.67,2.0,9.8
19971128,522.06,100.0,100.0,7.51,2.5,2.66,2.0,11.1
19971126,521.7855555555554,100.0,100.0,7.51,2.5,2.645,2.0,12.35
19971125,521.5111111111111,100.0,100.0,7.51,2.5,2.6300000000000003,2.0,11.75
19971124,521.2366666666667,100.0,100.0,7.51,2.5,2.615,2.0,13.15
19971121,520.9622222222222,100.0,100.0,7.51,2.5,2.6,2.0,11.5
19971120,520.6877777777777,100.0,100.0,7.51,2.5,2.585,2.0,18.55
19971119,520.4133333333333,100.0,100.0,7.51,2.5,2.5700000000000003,2.0,8.95
19971118,520.1388888888889,100.0,100.0,7.51,2.5,2.555,2.0,15.35
19971117,519.8644444444444,100.0,100.0,7.51,2.5,2.54,2.0,13.6
19971114,519.5899999999999,100.0,100.0,7.51,2.5,2.5250000000000004,2.0,20.0
19971113,519.3155555555555,100.0,100.0,7.51,2.5,2.5100000000000002,2.0,16.15
19971112,519.0411111111111,100.0,100.0,7.51,2.5,2.495,2.0,18.95
19971110,518.7666666666667,100.0,100.0,7.51,2.5,2.48,2.0,18.5
19971107,518.4922222222222,100.0,100.0,7.51,2.5,2.4650000000000003,2.0,18.9
19971106,518.2177777777778,100.0,100.0,7.51,2.5,2.45,2.0,18.3
19971105,517.9433333333334,100.0,100.0,7.51,2.5,2.435,2.0,22.15
19971104,517.6688888888889,100.0,100.0,7.51,2.5,2.42,2.0,27.2
19971103,517.3944444444444,100.0,100.0,7.51,2.5,2.4050000000000002,2.0,19.15
19971031,517.12,100.0,100.0,7.51,2.5,2.39,2.0,14.35
19971030,517.0990909090909,100.0,100.0,7.51,2.5,2.388181818181818,2.0,20.1
19971029,517.0781818181819,100.0,100.0,7.51,2.5,2.3863636363636367,2.0,30.05
19971028,517.0572727272727,100.0,100.0,7.51,2.5,2.3845454545454547,2.0,38.5
19971027,517.0363636363636,100.0,100.0,7.51,2.5,2.382727272727273,2.0,7.45
19971024,517.0154545454545,100.0,100.0,7.51,2.5,2.380909090909091,2.0,45.5
19971023,516.9945454545455,100.0,100.0,7.51,2.5,2.3790909090909094,2.0,26.8
19971022,516.9736363636364,100.0,100.0,7.51,2.5,2.3772727272727274,2.0,35.7
19971021,516.9527272727273,100.0,100.0,7.51,2.5,2.3754545454545455,2.0,23.55
19971020,516.9318181818181,100.0,100.0,7.51,2.5,2.3736363636363635,2.0,25.95
19971017,516.9109090909091,100.0,100.0,7.51,2.5,2.371818181818182,2.0,27.65
19971016,516.89,100.0,100.0,7.51,2.5,2.37,2.0,20.15
19971015,516.8690909090909,100.0,100.0,7.51,2.5,2.368181818181818,2.0,29.15
19971014,516.8481818181818,100.0,100.0,7.51,2.5,2.3663636363636367,2.0,24.3
19971010,516.8272727272727,100.0,100.0,7.51,2.5,2.3645454545454547,2.0,30.5
19971009,516.8063636363636,100.0,100.0,7.51,2.5,2.362727272727273,2.0,23.45
19971008,516.7854545454545,100.0,100.0,7.51,2.5,2.360909090909091,2.0,31.75
19971007,516.7645454545454,100.0,100.0,7.51,2.5,2.3590909090909093,2.0,14.45
19971006,516.7436363636364,100.0,100.0,7.51,2.5,2.3572727272727274,2.0,32.1
19971003,516.7227272727273,100.0,100.0,7.51,2.5,2.3554545454545455,2.0,32.75
19971002,516.7018181818181,100.0,100.0,7.51,2.5,2.3536363636363635,2.0,31.9
19971001,516.680909090909,100.0,100.0,7.51,2.5,2.351818181818182,2.0,31.45
19970930,516.66,100.0,100.0,7.51,2.5,2.35,2.0,36.55
19970929,516.1819047619048,100.0,100.0,7.51,2.5,2.351904761904762,2.0,31.7
19970926,515.7038095238095,100.0,100.0,7.51,2.5,2.353809523809524,2.0,29.3
19970925,515.2257142857143,100.0,100.0,7.51,2.5,2.355714285714286,2.0,34.65
19970924,514.747619047619,100.0,100.0,7.51,2.5,2.3576190476190475,2.0,21.55
19970923,514.2695238095238,100.0,100.0,7.51,2.5,2.3595238095238096,2.0,32.75
19970922,513.7914285714286,100.0,100.0,7.51,2.5,2.3614285714285717,2.0,24.15
19970919,513.3133333333333,100.0,100.0,7.51,2.5,2.3633333333333333,2.0,31.0
19970918,512.8352380952381,100.0,100.0,7.51,2.5,2.3652380952380954,2.0,30.5
19970917,512.3571428571429,100.0,100.0,7.51,2.5,2.3671428571428574,2.0,29.25
19970916,511.8790476190476,100.0,100.0,7.51,2.5,2.369047619047619,2.0,31.95
19970915,511.4009523809524,100.0,100.0,7.51,2.5,2.370952380952381,2.0,48.4
19970912,510.92285714285714,100.0,100.0,7.51,2.5,2.3728571428571428,2.0,37.9
19970911,510.4447619047619,100.0,100.0,7.51,2.5,2.374761904761905,2.0,47.85
19970910,509.96666666666664,100.0,100.0,7.51,2.5,2.376666666666667,2.0,36.7
19970909,509.48857142857145,100.0,100.0,7.51,2.5,2.3785714285714286,2.0,35.15
19970908,509.0104761904762,100.0,100.0,7.51,2.5,2.3804761904761906,2.0,36.2
19970905,508.53238095238095,100.0,100.0,7.51,2.5,2.3823809523809527,2.0,39.45
19970904,508.0542857142857,100.0,100.0,7.51,2.5,2.3842857142857143,2.0,37.5
19970903,507.5761904761905,100.0,100.0,7.51,2.5,2.3861904761904764,2.0,36.2
19970902,507.09809523809525,100.0,100.0,7.51,2.5,2.388095238095238,2.0,31.65
19970829,506.62,100.0,100.0,7.51,2.5,2.39,2.0,37.5
19970828,506.6747619047619,100.0,100.0,7.51,2.5,2.390952380952381,2.0,33.8
19970827,506.7295238095238,100.0,100.0,7.51,2.5,2.391904761904762,2.0,45.15
19970826,506.7842857142857,100.0,100.0,7.51,2.5,2.392857142857143,2.0,37.35
19970825,506.8390476190476,100.0,100.0,7.51,2.5,2.393809523809524,2.0,43.15
19970822,506.8938095238095,100.0,100.0,7.51,2.5,2.394761904761905,2.0,37.75
19970821,506.9485714285714,100.0,100.0,7.51,2.5,2.395714285714286,2.0,39.9
19970820,507.00333333333333,100.0,100.0,7.51,2.5,2.396666666666667,2.0,31.3
19970819,507.05809523809523,100.0,100.0,7.51,2.5,2.3976190476190475,2.0,34.1
19970818,507.11285714285714,100.0,100.0,7.51,2.5,2.3985714285714286,2.0,38.45
19970815,507.16761904761904,100.0,100.0,7.51,2.5,2.3995238095238096,2.0,42.7
19970814,507.22238095238095,100.0,100.0,7.51,2.5,2.4004761904761907,2.0,43.75
19970813,507.27714285714285,100.0,100.0,7.51,2.5,2.4014285714285717,2.0,47.35
19970812,507.33190476190475,100.0,100.0,7.51,2.5,2.4023809523809527,2.0,48.05
19970811,507.38666666666666,100.0,100.0,7.51,2.5,2.4033333333333333,2.0,36.45
19970808,507.44142857142856,100.0,100.0,7.51,2.5,2.4042857142857144,2.0,40.35
19970807,507.49619047619046,100.0,100.0,7.51,2.5,2.4052380952380954,2.0,25.5
19970806,507.55095238095237,100.0,100.0,7.51,2.5,2.4061904761904764,2.0,29.3
19970805,507.60571428571427,100.0,100.0,7.51,2.5,2.4071428571428575,2.0,33.5
19970804,507.6604761904762,100.0,100.0,7.51,2.5,2.408095238095238,2.0,30.55
19970801,507.7152380952381,100.0,100.0,7.51,2.5,2.409047619047619,2.0,28.45
19970731,507.77,100.0,100.0,7.51,2.5,2.41,2.0,14.0
19970730,507.1531818181818,100.0,100.0,7.51,2.5,2.4086363636363637,2.0,31.4
19970729,506.5363636363636,100.0,100.0,7.51,2.5,2.4072727272727272,2.0,36.0
19970728,505.9195454545454,100.0,100.0,7.51,2.5,2.405909090909091,2.0,34.3
19970725,505.3027272727273,100.0,100.0,7.51,2.5,2.4045454545454548,2.0,35.8
19970724,504.6859090909091,100.0,100.0,7.51,2.5,2.4031818181818183,2.0,29.3
19970723,504.0690909090909,100.0,100.0,7.51,2.5,2.401818181818182,2.0,29.75
19970722,503.4522727272727,100.0,100.0,7.51,2.5,2.4004545454545454,2.0,26.15
19970721,502.8354545454545,100.0,100.0,7.51,2.5,2.399090909090909,2.0,43.65
19970718,502.21863636363634,100.0,100.0,7.51,2.5,2.397727272727273,2.0,32.7
19970717,501.60181818181815,100.0,100.0,7.51,2.5,2.3963636363636365,2.0,30.65
19970716,500.985,100.0,100.0,7.51,2.5,2.395,2.0,33.0
19970715,500.3681818181818,100.0,100.0,7.51,2.5,2.3936363636363636,2.0,39.45
19970714,499.75136363636364,100.0,100.0,7.51,2.5,2.392272727272727,2.0,34.1
19970711,499.13454545454545,100.0,100.0,7.51,2.5,2.390909090909091,2.0,29.85
19970710,498.51772727272726,100.0,100.0,7.51,2.5,2.3895454545454546,2.0,37.55
19970709,497.90090909090907,100.0,100.0,7.51,2.5,2.388181818181818,2.0,37.25
19970708,497.2840909090909,100.0,100.0,7.51,2.5,2.3868181818181817,2.0,38.5
19970707,496.6672727272727,100.0,100.0,7.51,2.5,2.3854545454545453,2.0,36.15
19970703,496.05045454545456,100.0,100.0,7.51,2.5,2.384090909090909,2.0,38.25
19970702,495.43363636363637,100.0,100.0,7.51,2.5,2.382727272727273,2.0,48.3
19970701,494.8168181818182,100.0,100.0,7.51,2.5,2.3813636363636363,2.0,42.3
19970630,494.2,100.0,100.0,7.51,2.5,2.38,2.0,47.5
19970627,493.8780952380952,100.0,100.0,7.51,2.5,2.380952380952381,2.0,38.3
19970626,493.55619047619047,100.0,100.0,7.51,2.5,2.381904761904762,2.0,46.4
19970625,493.2342857142857,100.0,100.0,7.51,2.5,2.3828571428571426,2.0,40.25
19970624,492.91238095238094,100.0,100.0,7.51,2.5,2.3838095238095236,2.0,37.25
19970623,492.5904761904762,100.0,100.0,7.51,2.5,2.3847619047619046,2.0,40.8
19970620,492.2685714285714,100.0,100.0,7.51,2.5,2.3857142857142857,2.0,34.35
19970619,491.94666666666666,100.0,100.0,7.51,2.5,2.3866666666666667,2.0,40.4
19970618,491.6247619047619,100.0,100.0,7.51,2.5,2.3876190476190473,2.0,39.4
19970617,491.30285714285714,100.0,100.0,7.51,2.5,2.3885714285714283,2.0,43.15
19970616,490.9809523809524,100.0,100.0,7.51,2.5,2.3895238095238094,2.0,37.35
19970613,490.6590476190476,100.0,100.0,7.51,2.5,2.3904761904761904,2.0,43.5
19970612,490.33714285714285,100.0,100.0,7.51,2.5,2.3914285714285715,2.0,47.7
19970611,490.0152380952381,100.0,100.0,7.51,2.5,2.3923809523809525,2.0,51.8
19970610,489.6933333333333,100.0,100.0,7.51,2.5,2.393333333333333,2.0,37.85
19970609,489.37142857142857,100.0,100.0,7.51,2.5,2.394285714285714,2.0,38.65
19970606,489.0495238095238,100.0,100.0,7.51,2.5,2.395238095238095,2.0,34.75
19970605,488.72761904761904,100.0,100.0,7.51,2.5,2.396190476190476,2.0,52.4
19970604,488.4057142857143,100.0,100.0,7.51,2.5,2.3971428571428572,2.0,44.3
19970603,488.0838095238095,100.0,100.0,7.51,2.5,2.398095238095238,2.0,42.5
19970602,487.76190476190476,100.0,100.0,7.51,2.5,2.399047619047619,2.0,48.1
19970530,487.44,100.0,100.0,7.51,2.5,2.4,2.0,45.15
19970529,486.9538095238095,100.0,100.0,7.51,2.5,2.413809523809524,2.0,53.85
19970528,486.46761904761905,100.0,100.0,7.51,2.5,2.4276190476190473,2.0,50.8
19970527,485.9814285714286,100.0,100.0,7.51,2.5,2.4414285714285713,2.0,48.95
19970523,485.4952380952381,100.0,100.0,7.51,2.5,2.455238095238095,2.0,51.7
19970522,485.00904761904764,100.0,100.0,7.51,2.5,2.469047619047619,2.0,53.4
19970521,484.52285714285716,100.0,100.0,7.51,2.5,2.4828571428571427,2.0,50.0
19970520,484.0366666666667,100.0,100.0,7.51,2.5,2.4966666666666666,2.0,46.05
19970519,483.5504761904762,100.0,100.0,7.51,2.5,2.5104761904761905,2.0,51.9
19970516,483.06428571428575,100.0,100.0,7.51,2.5,2.524285714285714,2.0,45.85
19970515,482.5780952380953,100.0,100.0,7.51,2.5,2.538095238095238,2.0,41.65
19970514,482.09190476190474,100.0,100.0,7.51,2.5,2.551904761904762,2.0,44.8
19970513,481.60571428571427,100.0,100.0,7.51,2.5,2.565714285714286,2.0,49.0
19970512,481.1195238095238,100.0,100.0,7.51,2.5,2.5795238095238093,2.0,38.95
19970509,480.6333333333333,100.0,100.0,7.51,2.5,2.5933333333333333,2.0,45.8
19970508,480.14714285714285,100.0,100.0,7.51,2.5,2.607142857142857,2.0,49.3
19970507,479.6609523809524,100.0,100.0,7.51,2.5,2.6209523809523807,2.0,43.8
19970506,479.1747619047619,100.0,100.0,7.51,2.5,2.6347619047619046,2.0,31.1
19970505,478.68857142857144,100.0,100.0,7.51,2.5,2.6485714285714286,2.0,36.0
19970502,478.20238095238096,100.0,100.0,7.51,2.5,2.6623809523809525,2.0,38.8
19970501,477.7161904761905,100.0,100.0,7.51,2.5,2.676190476190476,2.0,44.7
19970430,477.23,100.0,100.0,7.51,2.5,2.69,2.0,46.1
19970429,477.00363636363636,100.0,100.0,7.51,2.5,2.6877272727272725,2.0,48.45
19970428,476.77727272727276,100.0,100.0,7.51,2.5,2.6854545454545455,2.0,58.3
19970425,476.5509090909091,100.0,100.0,7.51,2.5,2.683181818181818,2.0,44.4
19970424,476.32454545454544,100.0,100.0,7.51,2.5,2.6809090909090907,2.0,39.5
19970423,476.09818181818184,100.0,100.0,7.51,2.5,2.6786363636363637,2.0,35.9
19970422,475.8718181818182,100.0,100.0,7.51,2.5,2.6763636363636363,2.0,36.15
19970421,475.6454545454546,100.0,100.0,7.51,2.5,2.6740909090909093,2.0,46.25
19970418,475.4190909090909,100.0,100.0,7.51,2.5,2.671818181818182,2.0,40.35
19970417,475.19272727272727,100.0,100.0,7.51,2.5,2.6695454545454544,2.0,47.7
19970416,474.96636363636367,100.0,100.0,7.51,2.5,2.6672727272727275,2.0,48.2
19970415,474.74,100.0,100.0,7.51,2.5,2.665,2.0,42.6
19970414,474.51363636363635,100.0,100.0,7.51,2.5,2.6627272727272726,2.0,54.55
19970411,474.28727272727275,100.0,100.0,7.51,2.5,2.6604545454545456,2.0,44.35
19970410,474.0609090909091,100.0,100.0,7.51,2.5,2.658181818181818,2.0,41.6
19970409,473.83454545454543,100.0,100.0,7.51,2.5,2.6559090909090908,2.0,46.6
19970408,473.60818181818183,100.0,100.0,7.51,2.5,2.653636363636364,2.0,47.8
19970407,473.3818181818182,100.0,100.0,7.51,2.5,2.6513636363636364,2.0,44.4
19970404,473.1554545454546,100.0,100.0,7.51,2.5,2.6490909090909094,2.0,52.0
19970403,472.9290909090909,100.0,100.0,7.51,2.5,2.646818181818182,2.0,43.3
19970402,472.70272727272726,100.0,100.0,7.51,2.5,2.6445454545454545,2.0,48.3
19970401,472.47636363636366,100.0,100.0,7.51,2.5,2.6422727272727276,2.0,48.7
19970331,472.25,100.0,100.0,7.51,2.5,2.64,2.0,50.9
19970327,472.60699999999997,100.0,100.0,7.51,2.5,2.6325000000000003,2.0,46.45
19970326,472.964,100.0,100.0,7.51,2.5,2.625,2.0,33.3
19970325,473.321,100.0,100.0,7.51,2.5,2.6175,2.0,41.0
19970324,473.678,100.0,100.0,7.51,2.5,2.6100000000000003,2.0,39.5
19970321,474.03499999999997,100.0,100.0,7.51,2.5,2.6025,2.0,51.25
19970320,474.392,100.0,100.0,7.51,2.5,2.595,2.0,44.65
19970319,474.749,100.0,100.0,7.51,2.5,2.5875000000000004,2.0,50.25
19970318,475.106,100.0,100.0,7.51,2.5,2.58,2.0,50.4
19970317,475.46299999999997,100.0,100.0,7.51,2.5,2.5725000000000002,2.0,52.15
19970314,475.82,100.0,100.0,7.51,2.5,2.5650000000000004,2.0,50.85
19970313,476.177,100.0,100.0,7.51,2.5,2.5575,2.0,55.4
19970312,476.534,100.0,100.0,7.51,2.5,2.5500000000000003,2.0,44.45
19970311,476.89099999999996,100.0,100.0,7.51,2.5,2.5425,2.0,47.2
19970310,477.248,100.0,100.0,7.51,2.5,2.535,2.0,44.8
19970307,477.605,100.0,100.0,7.51,2.5,2.5275000000000003,2.0,46.05
19970306,477.962,100.0,100.0,7.51,2.5,2.52,2.0,56.35
19970305,478.31899999999996,100.0,100.0,7.51,2.5,2.5125,2.0,43.0
19970304,478.676,100.0,100.0,7.51,2.5,2.5050000000000003,2.0,52.3
19970303,479.033,100.0,100.0,7.51,2.5,2.4975,2.0,44.7
19970228,479.39,100.0,100.0,7.51,2.5,2.49,2.0,45.75
19970227,478.9794736842105,100.0,100.0,7.51,2.5,2.505263157894737,2.0,46.85
